;====菜单通用====
HEART,HEART.png
HEART_R,HEART_R.png
HEART_B,HEART_B.png
TITLE,TITLE.png
COVER_WHITE,COVER_WHITE.PNG
ROW_WHITE,WHITE_L.PNG
;====头像素材====
SP17_0,SP17_0.png
SP17_1,SP17_1.png
SP20_0,SP20_0.png
SP20_1,SP20_1.png
SP21_0,SP21_0.png
SP21_1,SP21_1.png
SP22_0,SP22_0.png
SP22_1,SP22_1.png
SP23_0,SP23_0.png
SP23_1,SP23_1.png
SP24_0,SP24_0.png
SP24_1,SP24_1.png
SP31_0,SP31_0.png
SP31_1,SP31_1.png
SP32_0,SP32_0.png
SP32_1,SP32_1.png
SP33_0,SP33_0.png
SP33_1,SP33_1.png
SP34_0,SP34_0.png
SP35_0,SP35_0.png
SP35_1,SP35_1.png
;====相框====
;====前发====
;----中分----
;男
;女
;====面部装饰====
;====眉毛====
;====眼睛====
;====鼻子====
;====嘴巴====
;====特点====
;====脸型====
;====身体====
;====后发====
;====女髮色通用頭像====
白0,白0.png
白1,白1.png
白2,白2.png
白3,白3.png
白4,白4.png
白5,白5.png
白6,白6.png
白7,白7.png
白8,白8.png
白9,白9.png
白10,白10.png
金0,金0.png
金1,金1.png
金2,金2.png
金3,金3.png
金4,金4.png
金5,金5.png
金6,金6.png
金7,金7.png
金8,金8.png
金9,金9.png
金10,金10.png
紅0,紅0.png
紅1,紅1.png
紅2,紅2.png
紅3,紅3.png
紅4,紅4.png
紅5,紅5.png
紅6,紅6.png
紅7,紅7.png
紅8,紅8.png
紅9,紅9.png
紅10,紅10.png
栗0,栗0.png
栗1,栗1.png
栗2,栗2.png
栗3,栗3.png
栗4,栗4.png
栗5,栗5.png
栗6,栗6.png
栗7,栗7.png
栗8,栗8.png
栗9,栗9.png
栗10,栗10.png
粉0,粉0.png
粉1,粉1.png
粉2,粉2.png
粉3,粉3.png
粉4,粉4.png
粉5,粉5.png
粉6,粉6.png
粉7,粉7.png
粉8,粉8.png
粉9,粉9.png
粉10,粉10.png
紫0,紫0.png
紫1,紫1.png
紫2,紫2.png
紫3,紫3.png
紫4,紫4.png
紫5,紫5.png
紫6,紫6.png
紫7,紫7.png
紫8,紫8.png
紫9,紫9.png
紫10,紫10.png
黑0,黑0.png
黑1,黑1.png
黑2,黑2.png
黑3,黑3.png
黑4,黑4.png
黑5,黑5.png
黑6,黑6.png
黑7,黑7.png
黑8,黑8.png
黑9,黑9.png
黑10,黑10.png
暗金0,暗金0.png
暗金1,暗金1.png
暗金2,暗金2.png
暗金3,暗金3.png
暗金4,暗金4.png
暗金5,暗金5.png
暗金6,暗金6.png
暗金7,暗金7.png
暗金8,暗金8.png
暗金9,暗金9.png
暗金10,暗金10.png
綠0,綠0.png
綠1,綠1.png
綠2,綠2.png
綠3,綠3.png
綠4,綠4.png
綠5,綠5.png
綠6,綠6.png
綠7,綠7.png
綠8,綠8.png
綠9,綠9.png
綠10,綠10.png
銀0,銀0.png
銀1,銀1.png
銀2,銀2.png
銀3,銀3.png
銀4,銀4.png
銀5,銀5.png
銀6,銀6.png
銀7,銀7.png
銀8,銀8.png
銀9,銀9.png
銀10,銀10.png
藍0,藍0.png
藍1,藍1.png
藍2,藍2.png
藍3,藍3.png
藍4,藍4.png
藍5,藍5.png
藍6,藍6.png
藍7,藍7.png
藍8,藍8.png
藍9,藍9.png
藍10,藍10.png


;====男髮色通用頭像====
M_白0,M_白0.png
M_白1,M_白1.png
M_白2,M_白2.png
M_白3,M_白3.png
M_白4,M_白4.png
M_白5,M_白5.png
M_白6,M_白6.png
M_白7,M_白7.png
M_白8,M_白8.png
M_白9,M_白9.png
M_白10,M_白10.png
M_金0,M_金0.png
M_金1,M_金1.png
M_金2,M_金2.png
M_金3,M_金3.png
M_金4,M_金4.png
M_金5,M_金5.png
M_金6,M_金6.png
M_金7,M_金7.png
M_金8,M_金8.png
M_金9,M_金9.png
M_金10,M_金10.png
M_紅0,M_紅0.png
M_紅1,M_紅1.png
M_紅2,M_紅2.png
M_紅3,M_紅3.png
M_紅4,M_紅4.png
M_紅5,M_紅5.png
M_紅6,M_紅6.png
M_紅7,M_紅7.png
M_紅8,M_紅8.png
M_紅9,M_紅9.png
M_紅10,M_紅10.png
M_栗0,M_栗0.png
M_栗1,M_栗1.png
M_栗2,M_栗2.png
M_栗3,M_栗3.png
M_栗4,M_栗4.png
M_栗5,M_栗5.png
M_栗6,M_栗6.png
M_栗7,M_栗7.png
M_栗8,M_栗8.png
M_栗9,M_栗9.png
M_栗10,M_栗10.png
M_粉0,M_粉0.png
M_粉1,M_粉1.png
M_粉2,M_粉2.png
M_粉3,M_粉3.png
M_粉4,M_粉4.png
M_粉5,M_粉5.png
M_粉6,M_粉6.png
M_粉7,M_粉7.png
M_粉8,M_粉8.png
M_粉9,M_粉9.png
M_粉10,M_粉10.png
M_紫0,M_紫0.png
M_紫1,M_紫1.png
M_紫2,M_紫2.png
M_紫3,M_紫3.png
M_紫4,M_紫4.png
M_紫5,M_紫5.png
M_紫6,M_紫6.png
M_紫7,M_紫7.png
M_紫8,M_紫8.png
M_紫9,M_紫9.png
M_紫10,M_紫10.png
M_黑0,M_黑0.png
M_黑1,M_黑1.png
M_黑2,M_黑2.png
M_黑3,M_黑3.png
M_黑4,M_黑4.png
M_黑5,M_黑5.png
M_黑6,M_黑6.png
M_黑7,M_黑7.png
M_黑8,M_黑8.png
M_黑9,M_黑9.png
M_黑10,M_黑10.png
M_暗金0,M_暗金0.png
M_暗金1,M_暗金1.png
M_暗金2,M_暗金2.png
M_暗金3,M_暗金3.png
M_暗金4,M_暗金4.png
M_暗金5,M_暗金5.png
M_暗金6,M_暗金6.png
M_暗金7,M_暗金7.png
M_暗金8,M_暗金8.png
M_暗金9,M_暗金9.png
M_暗金10,M_暗金10.png
M_綠0,M_綠0.png
M_綠1,M_綠1.png
M_綠2,M_綠2.png
M_綠3,M_綠3.png
M_綠4,M_綠4.png
M_綠5,M_綠5.png
M_綠6,M_綠6.png
M_綠7,M_綠7.png
M_綠8,M_綠8.png
M_綠9,M_綠9.png
M_綠10,M_綠10.png
M_銀0,M_銀0.png
M_銀1,M_銀1.png
M_銀2,M_銀2.png
M_銀3,M_銀3.png
M_銀4,M_銀4.png
M_銀5,M_銀5.png
M_銀6,M_銀6.png
M_銀7,M_銀7.png
M_銀8,M_銀8.png
M_銀9,M_銀9.png
M_銀10,M_銀10.png
M_藍0,M_藍0.png
M_藍1,M_藍1.png
M_藍2,M_藍2.png
M_藍3,M_藍3.png
M_藍4,M_藍4.png
M_藍5,M_藍5.png
M_藍6,M_藍6.png
M_藍7,M_藍7.png
M_藍8,M_藍8.png
M_藍9,M_藍9.png
M_藍10,M_藍10.png
